SAF (HEFA-SPK) FOB Straits $/mt (mirror),UCO FOB Straits $/mt,Year,Quarter,Month,Day,Earliest Date
1937,1065.00,2025,Qtr 3,July,24,2025-07-24 00:00:00
1937,1065.00,2025,Qtr 3,July,25,2025-07-25 00:00:00
1937,1065.00,2025,Qtr 3,July,28,2025-07-28 00:00:00
1937,1065.00,2025,Qtr 3,July,29,2025-07-29 00:00:00
1937,1070.00,2025,Qtr 3,July,30,2025-07-30 00:00:00
1937,1070.00,2025,Qtr 3,July,31,2025-07-31 00:00:00
1907,1070.00,2025,Qtr 3,August,1,2025-08-01 00:00:00
1907,1065.00,2025,Qtr 3,August,4,2025-08-04 00:00:00
1903.25,1068.00,2025,Qtr 3,August,5,2025-08-05 00:00:00
1917,1068.00,2025,Qtr 3,August,6,2025-08-06 00:00:00
1940.5,1068.00,2025,Qtr 3,August,7,2025-08-07 00:00:00
1945.5,1068.00,2025,Qtr 3,August,8,2025-08-08 00:00:00
1940.75,1068.00,2025,Qtr 3,August,11,2025-08-11 00:00:00
1990.75,1068.00,2025,Qtr 3,August,12,2025-08-12 00:00:00
2046.75,1068.00,2025,Qtr 3,August,13,2025-08-13 00:00:00
2077,1070.00,2025,Qtr 3,August,14,2025-08-14 00:00:00
2077,1070.00,2025,Qtr 3,August,15,2025-08-15 00:00:00
2077,1070.00,2025,Qtr 3,August,18,2025-08-18 00:00:00
2118.75,1085.00,2025,Qtr 3,August,19,2025-08-19 00:00:00
2137,1085.00,2025,Qtr 3,August,20,2025-08-20 00:00:00
2137,1085.00,2025,Qtr 3,August,21,2025-08-21 00:00:00
2137,1085.00,2025,Qtr 3,August,22,2025-08-22 00:00:00
0,1085.00,2025,Qtr 3,August,25,2025-08-25 00:00:00
2137,1095.00,2025,Qtr 3,August,26,2025-08-26 00:00:00
2477,1095.00,2025,Qtr 3,August,27,2025-08-27 00:00:00
2477,1100.00,2025,Qtr 3,August,28,2025-08-28 00:00:00
2477,1100.00,2025,Qtr 3,August,29,2025-08-29 00:00:00
2622,1100.00,2025,Qtr 3,September,1,2025-09-01 00:00:00
2637,1100.00,2025,Qtr 3,September,2,2025-09-02 00:00:00
2635.25,1100.00,2025,Qtr 3,September,3,2025-09-03 00:00:00
2623.25,1100.00,2025,Qtr 3,September,4,2025-09-04 00:00:00
2609.25,1095.00,2025,Qtr 3,September,5,2025-09-05 00:00:00
2621.25,1095.00,2025,Qtr 3,September,8,2025-09-08 00:00:00
2577,1095.00,2025,Qtr 3,September,9,2025-09-09 00:00:00
2577.75,1095.00,2025,Qtr 3,September,10,2025-09-10 00:00:00
2577.75,1095.00,2025,Qtr 3,September,11,2025-09-11 00:00:00
2577.75,1095.00,2025,Qtr 3,September,12,2025-09-12 00:00:00
2587,1115.00,2025,Qtr 3,September,15,2025-09-15 00:00:00
2587,1120.00,2025,Qtr 3,September,16,2025-09-16 00:00:00
2587,1130.00,2025,Qtr 3,September,17,2025-09-17 00:00:00
2577,1125.00,2025,Qtr 3,September,18,2025-09-18 00:00:00
2577,1110.00,2025,Qtr 3,September,19,2025-09-19 00:00:00
2604.75,1115.00,2025,Qtr 3,September,22,2025-09-22 00:00:00
2623.75,1125.00,2025,Qtr 3,September,23,2025-09-23 00:00:00
2605.5,1125.00,2025,Qtr 3,September,24,2025-09-24 00:00:00
2614.75,1125.00,2025,Qtr 3,September,25,2025-09-25 00:00:00
2622.5,1122.00,2025,Qtr 3,September,26,2025-09-26 00:00:00
2588.25,1122.00,2025,Qtr 3,September,29,2025-09-29 00:00:00
2580,1100.00,2025,Qtr 3,September,30,2025-09-30 00:00:00
2583.5,1100.00,2025,Qtr 4,October,1,2025-10-01 00:00:00
2566.25,1095.00,2025,Qtr 4,October,2,2025-10-02 00:00:00
2565.25,1100.00,2025,Qtr 4,October,3,2025-10-03 00:00:00
2563.75,1100.00,2025,Qtr 4,October,6,2025-10-06 00:00:00
2594.25,1100.00,2025,Qtr 4,October,7,2025-10-07 00:00:00
2657,1100.00,2025,Qtr 4,October,8,2025-10-08 00:00:00
2668.25,1100.00,2025,Qtr 4,October,9,2025-10-09 00:00:00
2642.25,1103.00,2025,Qtr 4,October,10,2025-10-10 00:00:00
2650.5,1103.00,2025,Qtr 4,October,13,2025-10-13 00:00:00
2633,1111.00,2025,Qtr 4,October,14,2025-10-14 00:00:00
2610.5,1110.00,2025,Qtr 4,October,15,2025-10-15 00:00:00
2572.25,1115.00,2025,Qtr 4,October,16,2025-10-16 00:00:00
2561.5,1115.00,2025,Qtr 4,October,17,2025-10-17 00:00:00
2595.5,0.00,2025,Qtr 4,October,20,2025-10-20 00:00:00
2601.75,1115.00,2025,Qtr 4,October,21,2025-10-21 00:00:00
2618.5,1113.00,2025,Qtr 4,October,22,2025-10-22 00:00:00
2660.25,1100.00,2025,Qtr 4,October,23,2025-10-23 00:00:00
2671.75,1102.00,2025,Qtr 4,October,24,2025-10-24 00:00:00
2605,1102.00,2025,Qtr 4,October,27,2025-10-27 00:00:00
2625.25,1100.00,2025,Qtr 4,October,28,2025-10-28 00:00:00
2683.25,1095.00,2025,Qtr 4,October,29,2025-10-29 00:00:00
2683.25,1095.00,2025,Qtr 4,October,30,2025-10-30 00:00:00
2721.25,1095.00,2025,Qtr 4,October,31,2025-10-31 00:00:00
2721.25,1086.00,2025,Qtr 4,November,3,2025-11-03 00:00:00
2742.25,1091.00,2025,Qtr 4,November,4,2025-11-04 00:00:00
2742.25,1100.00,2025,Qtr 4,November,5,2025-11-05 00:00:00
2742.25,1100.00,2025,Qtr 4,November,6,2025-11-06 00:00:00
2742.25,1085.00,2025,Qtr 4,November,7,2025-11-07 00:00:00
2756,1085.00,2025,Qtr 4,November,10,2025-11-10 00:00:00
2795.75,1087.00,2025,Qtr 4,November,11,2025-11-11 00:00:00
2769.5,1087.00,2025,Qtr 4,November,12,2025-11-12 00:00:00
2683.25,1087.00,2025,Qtr 4,November,13,2025-11-13 00:00:00
2709.75,1087.00,2025,Qtr 4,November,14,2025-11-14 00:00:00
2706.5,1086.00,2025,Qtr 4,November,17,2025-11-17 00:00:00
2737,1086.00,2025,Qtr 4,November,18,2025-11-18 00:00:00
2763.75,1086.00,2025,Qtr 4,November,19,2025-11-19 00:00:00
2669.25,1086.00,2025,Qtr 4,November,20,2025-11-20 00:00:00
2631,1079.00,2025,Qtr 4,November,21,2025-11-21 00:00:00
2618.5,1075.00,2025,Qtr 4,November,24,2025-11-24 00:00:00
2603.25,1075.00,2025,Qtr 4,November,25,2025-11-25 00:00:00
2579.5,1070.00,2025,Qtr 4,November,26,2025-11-26 00:00:00
2544.5,1070.00,2025,Qtr 4,November,27,2025-11-27 00:00:00
2544.5,1069.00,2025,Qtr 4,November,28,2025-11-28 00:00:00
2544.5,1069.00,2025,Qtr 4,December,1,2025-12-01 00:00:00
2514.5,1069.00,2025,Qtr 4,December,2,2025-12-02 00:00:00
2500.75,1065.00,2025,Qtr 4,December,3,2025-12-03 00:00:00
2503.5,1065.00,2025,Qtr 4,December,4,2025-12-04 00:00:00
2297.25,1065.00,2025,Qtr 4,December,5,2025-12-05 00:00:00
2282.25,1060.00,2025,Qtr 4,December,8,2025-12-08 00:00:00
2289.25,1060.00,2025,Qtr 4,December,9,2025-12-09 00:00:00
2294,1060.00,2025,Qtr 4,December,10,2025-12-10 00:00:00
2276.5,1060.00,2025,Qtr 4,December,11,2025-12-11 00:00:00
2250,1060.00,2025,Qtr 4,December,12,2025-12-12 00:00:00
2234,1060.00,2025,Qtr 4,December,15,2025-12-15 00:00:00
2218.25,1060.00,2025,Qtr 4,December,16,2025-12-16 00:00:00
2229.5,1060.00,2025,Qtr 4,December,17,2025-12-17 00:00:00
2230,1055.00,2025,Qtr 4,December,18,2025-12-18 00:00:00
2227.5,1055.00,2025,Qtr 4,December,19,2025-12-19 00:00:00
2234.25,1055.00,2025,Qtr 4,December,22,2025-12-22 00:00:00
2250.25,1055.00,2025,Qtr 4,December,23,2025-12-23 00:00:00
2255,1055.00,2025,Qtr 4,December,24,2025-12-24 00:00:00
0,1055.00,2025,Qtr 4,December,26,2025-12-26 00:00:00
2236.75,1055.00,2025,Qtr 4,December,29,2025-12-29 00:00:00
2238.5,1055.00,2025,Qtr 4,December,30,2025-12-30 00:00:00
2230.75,1055.00,2025,Qtr 4,December,31,2025-12-31 00:00:00
2219.25,1055.00,2026,Qtr 1,January,2,2026-01-02 00:00:00
2239.25,1052.00,2026,Qtr 1,January,5,2026-01-05 00:00:00
2164.75,1052.00,2026,Qtr 1,January,7,2026-01-07 00:00:00
2171.25,1052.00,2026,Qtr 1,January,8,2026-01-08 00:00:00
2174,1052.00,2026,Qtr 1,January,9,2026-01-09 00:00:00
2173.75,1045.00,2026,Qtr 1,January,12,2026-01-12 00:00:00
2205.75,1045.00,2026,Qtr 1,January,13,2026-01-13 00:00:00
2206.75,1045.00,2026,Qtr 1,January,14,2026-01-14 00:00:00
2180.25,1043.00,2026,Qtr 1,January,15,2026-01-15 00:00:00
2191.5,1043.00,2026,Qtr 1,January,16,2026-01-16 00:00:00
2185.75,1043.00,2026,Qtr 1,January,19,2026-01-19 00:00:00
2196.75,1043.00,2026,Qtr 1,January,20,2026-01-20 00:00:00
2205.25,1050.00,2026,Qtr 1,January,21,2026-01-21 00:00:00
2162,1050.00,2026,Qtr 1,January,22,2026-01-22 00:00:00
2170.5,1050.00,2026,Qtr 1,January,23,2026-01-23 00:00:00
2171.75,1050.00,2026,Qtr 1,January,26,2026-01-26 00:00:00
2178.25,1045.00,2026,Qtr 1,January,27,2026-01-27 00:00:00
2166.25,1045.00,2026,Qtr 1,January,28,2026-01-28 00:00:00
2166.25,1045.00,2026,Qtr 1,January,29,2026-01-29 00:00:00
2166.25,1045.00,2026,Qtr 1,January,30,2026-01-30 00:00:00
2050,1052.00,2026,Qtr 1,February,2,2026-02-02 00:00:00
2050,1052.00,2026,Qtr 1,February,3,2026-02-03 00:00:00
2030,1039.00,2026,Qtr 1,February,4,2026-02-04 00:00:00
2020,1039.00,2026,Qtr 1,February,5,2026-02-05 00:00:00
2010,1039.00,2026,Qtr 1,February,6,2026-02-06 00:00:00
2015,1040.00,2026,Qtr 1,February,9,2026-02-09 00:00:00
2005,1040.00,2026,Qtr 1,February,10,2026-02-10 00:00:00
2005,1040.00,2026,Qtr 1,February,11,2026-02-11 00:00:00
2005,1036.00,2026,Qtr 1,February,12,2026-02-12 00:00:00
2015,1035.00,2026,Qtr 1,February,13,2026-02-13 00:00:00
2015,1035.00,2026,Qtr 1,February,16,2026-02-16 00:00:00
2035,1029.00,2026,Qtr 1,February,19,2026-02-19 00:00:00
2050,1027.00,2026,Qtr 1,February,20,2026-02-20 00:00:00
2050,1027.00,2026,Qtr 1,February,23,2026-02-23 00:00:00
2050,1027.00,2026,Qtr 1,February,24,2026-02-24 00:00:00
2050,1032.00,2026,Qtr 1,February,25,2026-02-25 00:00:00
2055,1042.00,2026,Qtr 1,February,26,2026-02-26 00:00:00
2070,1042.00,2026,Qtr 1,February,27,2026-02-27 00:00:00
2150,1042.00,2026,Qtr 1,March,2,2026-03-02 00:00:00
2160,1042.00,2026,Qtr 1,March,3,2026-03-03 00:00:00
2400,1045.00,2026,Qtr 1,March,4,2026-03-04 00:00:00
2450,1045.00,2026,Qtr 1,March,5,2026-03-05 00:00:00
2480,1045.00,2026,Qtr 1,March,6,2026-03-06 00:00:00
2480,1050.00,2026,Qtr 1,March,9,2026-03-09 00:00:00
2410,1055.00,2026,Qtr 1,March,10,2026-03-10 00:00:00
2400,1060.00,2026,Qtr 1,March,11,2026-03-11 00:00:00
2400,1060.00,2026,Qtr 1,March,12,2026-03-12 00:00:00
2420,1070.00,2026,Qtr 1,March,13,2026-03-13 00:00:00
2450,1072.00,2026,Qtr 1,March,16,2026-03-16 00:00:00
2410,1072.00,2026,Qtr 1,March,17,2026-03-17 00:00:00
2410,1074.00,2026,Qtr 1,March,18,2026-03-18 00:00:00
2390,1081.00,2026,Qtr 1,March,19,2026-03-19 00:00:00
2390,1081.00,2026,Qtr 1,March,20,2026-03-20 00:00:00
2420,1081.00,2026,Qtr 1,March,23,2026-03-23 00:00:00
2400,1081.00,2026,Qtr 1,March,24,2026-03-24 00:00:00
2370,1081.00,2026,Qtr 1,March,25,2026-03-25 00:00:00
2370,1090.00,2026,Qtr 1,March,26,2026-03-26 00:00:00
2410,1105.00,2026,Qtr 1,March,27,2026-03-27 00:00:00
2430,1105.00,2026,Qtr 1,March,30,2026-03-30 00:00:00
2430,1105.00,2026,Qtr 1,March,31,2026-03-31 00:00:00
2420,1110.00,2026,Qtr 2,April,1,2026-04-01 00:00:00
2420,1120.00,2026,Qtr 2,April,2,2026-04-02 00:00:00
2410,1125.00,2026,Qtr 2,April,6,2026-04-06 00:00:00
2420,1125.00,2026,Qtr 2,April,7,2026-04-07 00:00:00
2400,1125.00,2026,Qtr 2,April,8,2026-04-08 00:00:00
